lab,loinc_code
%_MACROP,Not mapped
%ABI,Not mapped
%ABR,Not Mapped
%AGI,Not mapped
%AO,Not mapped
%AS,Not Mapped
%CM,Not Mapped
%CT,Not Mapped
%DBS,Not mapped
%DIG,Not mapped
%DU,Not mapped
%ELU,Not mapped
%PI,Not mapped
%ST,Not Mapped
%TS,Not Mapped
%UDIV,Not Mapped
%UN,Not Mapped
%UO,Not mapped
%XM,Not Mapped
SYPHIL,20507-0
SYRB23,26458-0
SYRPRR,20508-8
SYRPRT,31147-2
SYUA15,3085-8
SYWB23,26469-7
SZCIT,21203-5
SZK,2829-0
SZSTRU,53811-6
SZSULF,26889-6
SZTVL,3167-4
SZUMAQ,14956-7
T3,3053-6
T314,3053-6
T324,3053-6
T325,3053-6
T3FREE,29239-1
T3REV,3052-8
T3U15,3050-2
T3U16,3050-2
T3U25,3050-2
T3UP,3050-2
T3UP18,3050-2
T3UPQ,3050-2
T4,3026-2
T414,3026-2
T415,3026-2
T416,3026-2
T418,3026-2
T42,3026-2
T423,3024-7
T424,3026-2
T425,3026-2
T426,3026-2
T43,3026-2
T4FRQ,3024-7
T50,Not mapped
T500,Not mapped
T7Q,32215-6
TAABQ,10858-9
TALB,9318-7
TAMP14,19261-7
TAMP16,19261-7
TARG,10381-2
TARG14,10381-2
TAUQ,20657-3
TAVUQ,6821-3
TB124,Not mapped
TBAR14,3377-9
TBAR15,3377-9
TBAR16,3377-9
TBG,3021-3
TBIACQ,14628-2
TBIL,1975-2
TBIL14,1975-2
TBIL15,1975-2
TBIL16,1975-2
TBIL17,1975-2
TBIL18,1975-2
TBIL23,1975-2
TBIL24,1975-2
TBIL25,1975-2
TBIL26,1975-2
TBIL27,1975-2
TBIL28,1975-2
TBILI,1975-2
TBILI3,1975-2
TBMCNP,4057-6
TBMCNR,4058-4
TBMCNT,4059-2
TBNP18,30934-4
TBZO14,3390-2
TBZO15,3390-2
TBZO16,3390-2
TC141Q,30566-4
TC14Q,30564-9
TCA17,11004-9
TCA23,11004-9
TCA28,11004-9
TCANQ,20663-1
TCARN2,14288-5
TCELL,8124-0
TCELNO,8122-4
TCO217,20565-8
TCOC14,3393-6
TCOC15,3393-6
TCOC16,3393-6
TCOI,20565-8
TCOI14,20565-8
TCOI28,20565-8
TCOP24,20565-8
TCOV24,20565-8
TCOVIS,2027-1
TCPK,2157-6
TCPK14,2157-6
TCREA2,2162-6
TCREAT,2162-6
TCRQ,21753-9
TCRY14,51881-1
TDB17,Not mapped
TDC14Q,30565-6
TDIAZ,3548-5
TDIF,49024-3
TDIF14,49024-3
TDIF2,49024-3
TE3027,Not mapped
TEAR14,7791-7
TEARD,7791-7
TEDCAR,30566-4
TEDECA,30565-6
TEGA27,66748-5 
TEGA3,66748-5 
TEGALP,66748-5 
TEGK,Not mapped
TEGM27,52778-8 
TEGMA,52778-8 
TEGMA3,52778-8 
TEGR,Not mapped
TESFRQ,15432-8
TETAB,5092-2
TETABQ,5092-2
TETC14,35148-6
TETC24,30195-2
TETCAR,30564-9
TFEQ,15357-7
TFGQ,22488-1
TFMQ,33001-9
TG,3013-0
TGBABQ,8098-6
TGBQ,3013-0
TGL15,2571-8
TGL16,2571-8
TGLOB,3013-0
TGOTQ,29904-0
THALLQ,5743-0
THB18,718-7
THB23,718-7
THB27,718-7
THC3,14312-3
THCCRQ,19055-3
THECQ,21560-8
THEO,4049-3
THEO14,4049-3
THEO15,4049-3
THEO16,4049-3
THEO17,4049-3
THEO18,4049-3
THEO23,4049-3
THEO24,4049-3
THEO25,4049-3
THEO26,4049-3
THEO27,4049-3
THEO28,4049-3
THEOP,4049-3
THEVQ,6821-3
THGB17,718-7
THGB26,718-7
THISQ,6234-9
THROTQ,3243-3
THRQ,20658-1
THYRG1,8098-6
THYRGB,8098-6
THYROX,3026-2
THYRXQ,3026-2
TIBC14,2500-7
TIBC17,2500-7
TIBC18,2500-7
TIBC23,2500-7
TIBC24,2500-7
TIBC25,2500-7
TIBC26,2500-7
TIBC27,2500-7
TIBCFE,2500-7
TIBCFQ,2500-7
TIDA14,Not Mapped
TIME1,Not Mapped
TIMEHR,Not Mapped
TIMH27,Not Mapped
TIMIQ,6265-3
TIML27,Not Mapped
TIMOTH,6265-3
TIQ,24444-2
TIV15,Not mapped
TIV16,Not Mapped
TK,21476-7
TLDH14,14805-6
TMETHQ,29142-7
TMETQ,13771-1
TMG,32024-2
TNFQ,3074-2
TOBP14,4057-6
TOBP17,4057-6
TOBP2,4057-6
TOBP24,4057-6
TOBP25,4057-6
TOBP26,4057-6
TOBP28,4057-6
TOBPQ,4057-6
TOBR14,4058-4
TOBR17,4058-4
TOBR2,4058-4
TOBR24,4058-4
TOBR25,4058-4
TOBR26,4058-4
TOBR28,4058-4
TOBT14,4059-2
TOBT17,4059-2
TOBT2,4059-2
TOBT24,4059-2
TOBT25,4059-2
TOBT26,4059-2
TOBT28,4059-2
TOBTQ,4059-2
TOBUT,4061-8
TOLAZ,9629-7
TOLAZA,9629-7
TOLBUT,4061-8
TOMA1Q,6266-1
TOPI14,3879-4
TOPI15,3879-4
TOPI16,3879-4
TOPMIR,17713-9
TOT3Q,3053-6
TOTCAQ,2056-0
TOTESQ,2986-8
TOTFAC,24461-6
TOTHCY,13965-9
TOTMON,35176-7
TOTPOL,35177-5
TOTPRQ,38160-8
TOTPRT,2885-2
TOTSAT,35175-9
TOTW3,35178-3
TOTW6,35179-1
TOTWGT,30078-0
TOXG,40677-7
TOXGQ,5388-4
TOXM,25542-2
TOXMQ,25542-2
TP,2885-2
TP14,2885-2
TP15,2885-2
TP16,2885-2
TP17,2885-2
TP18,2885-2
TP1Q,2889-4
TP23,2885-2
TP24,2885-2
TP24HR,2889-4
TP24UQ,2889-4
TP25,2885-2
TP26,2885-2
TP27,2885-2
TP28,2885-2
TPB217,4064-2
TPCP14,14310-7
TPCP15,14310-7
TPCP16,14310-7
TPEROX,8099-4
TPIGMQ,25542-2
TPMHA,24312-1
TPORQ,2815-9
TPQ,2885-2
TPROLQ,2842-3
TPROT,2885-2
TPROT3,2885-2
TPTT25,Not mapped
TPXABQ,8099-4
TRAN14,3034-6
TRAN24,3034-6
TRANS,3034-6
TRANSF,3034-6
TRANSQ,3034-6
TRG24,2571-8
TRGL18,2571-8
TRIG,2571-8
TRIG14,2571-8
TRIG17,2571-8
TRIG18,2571-8
TRIG23,2571-8
TRIG25,2571-8
TRIG26,2571-8
TRIG27,2571-8
TRIG28,2571-8
TRIG3,2571-8
TRIGLQ,2571-8
TRIGYQ,2571-8
TRITER,35411-8
TROP14,10839-9
TROP15,10839-9
TROP16,10839-9
TROP17,10839-9
TROP18,10839-9
TROP23,10839-9
TROP28,10839-9
TROPI,10839-9
TROPN,10839-9
TROPN3,10839-9
TROTQ,6598-7
TRPI24,10839-9
TRPI25,10839-9
TRPI26,10839-9
TRPI27,10839-9
TRTM,3243-3
TRVAQ,46154-1
TRYPS,21582-2
TRYPSQ,33325-2
TRYPT,20659-9
TSAT14,2502-3
TSAT17,2502-3
TSAT25,2502-3
TSAT26,2502-3
TSAT27,2502-3
TSH,3016-3
TSH03,3016-3
TSH14,3016-3
TSH15,3016-3
TSH16,3016-3
TSH17,3016-3
TSH18,3016-3
TSH23,3016-3
TSH24,3016-3
TSH25,3016-3
TSH26,3016-3
TSH27,3016-3
TSH28,3016-3
TSHORM,3016-3
TSHQ,3016-3
TSHR15,3016-3
TSHR16,3016-3
TSHR28,3016-3
TSHREQ,40673-6
TSI,30567-2
TST117,19145-2
TST226,19145-2
TST317,19145-2
TSTFRQ,2991-8
TSTONE,2986-8
TSTONQ,2986-8
TSTR24,41274-2
TT3,3053-6
TT3P,3053-6
TT3Q,3053-6
TTABGQ,32998-7
TTAQ,31017-7
TTCA14,11004-9
TTHC15,14312-3
TTHC16,14312-3
TTLALP,6768-6
TTLAMY,1798-8
TTLEST,2254-1
TUBENO,19157-7
TUNA,6270-3
TUP14,3050-2
TURE1Q,12967-6
TUREAN,3096-5
TV,3167-4
TV1Q,3167-4
TV3Q,3167-4
TVAN17,4092-3
TVMA,3122-9
TVOL,3167-4
TVOL1Q,3167-4
TVOL3Q,28009-9
TVOL4Q,3167-4
TVQ4,3167-4
TWHIQ,46725-8
TWT1Q,30078-0
TYROCU,5815-6
TYROSB,3079-1
TYRQ,20660-7
TYS25,Not mapped
U1MEQ,26574-4
U24V14,3167-4
U3MEQ,28594-0
U7AMIQ,27084-3
UA1PQ,2865-4
UA2PQ,17813-7
UAAQ,22691-0
UACETQ,5569-9
UACTON,5569-9
UALA,2200-4
UALAQ,22698-5
UALB,1754-1
UALBPQ,17819-4
UAMO14,Not mapped
UAMP18,19261-7
UAMP24,19261-7
UAMP26,19261-7
UAMP27,19261-7
UAMP3,19261-7
UAMU3,Not mapped
UAMY,1799-6
UANTQ,5581-4
UAP15,5767-9
UAP16,5767-9
UAPP23,5767-9
UARQ,22697-7
UARS0Q,13463-5
UARSQ,13463-5
UASPQ,26577-7
UAU15,32150-5
UAU16,32150-5
UB2MIQ,1953-9
UBAC15,5769-5
UBAC16,5769-5
UBAC17,5769-5
UBAC23,5769-5
UBAC27,5769-5
UBACT3,5769-5
UBAQ,26578-5
UBAR18,3377-9
UBAR24,3377-9
UBAR26,3377-9
UBAR27,3377-9
UBEN24,3390-2
UBEN26,3390-2
UBEN27,3390-2
UBETPQ,17815-2
UBICAQ,1964-6
UBIL14,5770-3
UBIL15,5770-3
UBIL16,5770-3
UBIL17,5770-3
UBIL18,5770-3
UBIL23,5770-3
UBIL24,5770-3
UBIL25,5770-3
UBIL26,5770-3
UBIL27,5770-3
UBIL28,1978-6
UBIL3,5770-3
UBILI,5770-3
UBILI3,1971-1
UBLD17,5794-3
UBLD18,53963-5
UBLD23,5794-3
UBLD27,5794-3
UBLD3,53963-5
UBLO14,5794-3
UBLO24,5794-3
UBLO25,5794-3
UBLO26,5794-3
UBLO28,5794-3
UBLOOD,5794-3
UBZO18,3390-2
UC15,5778-6
UC16,5778-6
UCAC24,18488-7
UCAR3,19244-3
UCARDQ,2161-8?
UCAS16,9842-6
UCAS17,9842-6
UCAS27,9842-6
UCAS3,9842-6
UCDSR,Not mapped
UCG17,2112-1
UCG25,2106-3
UCITQ,22694-4
UCL,2078-4
UCL14,2078-4
UCL15,2078-4
UCL16,2078-4
UCL17,2078-4
UCL28,2078-4
UCL3,2078-4
UCLEQ,3098-1
UCLR25,2078-4
UCOBQ,5628-3
UCOC18,3393-6
UCOC24,3393-6
UCOC26,3393-6
UCOC27,3393-6
UCOL14,5778-6
UCOL23,5778-6
UCOL24,5778-6
UCOL25,5778-6
UCOL26,5778-6
UCOL27,5778-6
UCOL28,5778-6
UCOL3,5778-6
UCOLOR,5778-6
UCOM17,Not mapped
UCOM27,Not mapped
UCORQ,14044-2
UCR14,2161-8
UCR15,2161-8
UCR16,2161-8
UCR17,2161-8
UCREA3,2161-8
UCREAT,2161-8
UCRR24,2161-8
UCRR25,2161-8
UCRR27,2161-8
UCRR28,2161-8
UCRT18,2162-6
UCRT28,2162-6
UCRTQ,2162-6
UCRY14,38459-4
UCRY17,38459-4
UCRY27,38459-4
UCRY3,38459-4
UCS14,Not mapped
UCS15,Not mapped
UCS16,Not mapped
UCS17,Not mapped
UCS18,Not mapped
UCS25,Not mapped
UCS26,Not mapped
UCS27,Not mapped
UCYSQ,22687-8
UCYSTN,32169-5
UCYTQ,25092-8
UDALAQ,13728-1
UDSC27,Not mapped
UDSN3,Not mapped
UEOS,12210-1
UEOS14,12210-1
UEOS17,12210-1
UEOS18,Not mapped
UEOS25,5785-1
UEPI15,5787-7
UEPI16,Not mapped
UEPI3,5787-7
UEPR16,26052-1
UEPR17,11276-3
UEPS17,11277-1
UEPS27,11277-1
UEPT17,30089-7
UETHQ,25098-5
UFH1Q,50728-5
UFH5Q,74005-0
UFHGBQ,4636-7
UFHHQ,50727-7
UFHSQ,50733-5
UGAMPQ,17817-8
UGAQ,22711-6
UGL17,25428-4
UGL27,25428-4
UGLU,5792-7
UGLU14,25428-4
UGLU15,25428-4
UGLU16,25428-4
UGLU18,25428-4
UGLU23,25428-4
UGLU24,25428-4
UGLU25,25428-4
UGLU26,2350-7
UGLU28,25428-4
UGLU3,25428-4
UGLUC,25428-4
UGLUQ,22710-8
UGLUX2,5792-7
UGLYQ,22709-0
UHCA27,5796-8
UHGQ,13465-0
UHIQ,22703-3
UHOMOC,22707-4
UHOQ,22707-4
UHVAQ,2436-4
UHYP25,41865-7
UHYPQ,25110-8
UHYQ,25109-0
UIEP,13440-3
UIEPQ,13440-3
UIRAND,2495-0
UISQ,22706-6
UK,2828-2
UK14,2828-2
UK15,2828-2
UK16,2828-2
UK17,2828-2
UK28,2828-2
UK3,2828-2
UKC24,2829-0
UKC25,21476-7
UKET14,2514-8
UKET17,2514-8
UKET18,2514-8
UKET23,2514-8
UKET24,2514-8
UKET25,2514-8
UKET26,2514-8
UKET27,2514-8
UKET28,2514-8
UKET3,2514-8
UKR24,Not mapped
UKR25,2828-2
ULEQ,22693-6
ULEU14,5799-2
ULEU17,5799-2
ULEU18,5799-2
ULEU23,5799-2
ULEU24,5799-2
ULEU25,5799-2
ULEU26,5799-2
ULEU27,5799-2
ULEU28,5799-2
ULEU3,5799-2
ULYQ,22679-5
UMALBQ,9318-7
UMEQ,22681-1
UMTD24,19550-3
UMTD26,19550-3
UMTD27,19550-3
UMUC15,8247-9
UMUC16,8247-9
UMUC27,8247-9
UMYOQN,2641-9
UN24Q,3096-5
UNA,2955-3
UNA14,2955-3
UNA15,2955-3
UNA16,2955-3
UNA17,2955-3
UNA224,2956-1
UNA225,2956-1
UNA226,2955-3
UNA28,2955-3
UNA3,2955-3
UNAR24,2955-3
UNAR25,2955-3
UNAR26,2955-3
UNAR27,2955-3
UNICOT,12293-7
UNIT17,5802-4
UNIT23,5802-4
UNIT24,5802-4
UNIT25,5802-4
UNIT26,5802-4
UNIT27,5802-4
UNIT28,5802-4
UNMET,2671-6
UNTR14,5802-4
UNTR18,5802-4
UNTRT3,5802-4
UOPI18,3879-4
UOPI24,3879-4
UOPI26,3879-4
UOPI27,3879-4
UORQ,22682-9
UOSM14,2695-5
UOSM17,2695-5
UOSM18,2695-5
UOSM24,2695-5
UOSM25,2695-5
UOSM26,2695-5
UOSM27,2695-5
UOSM28,2695-5
UOSMOL,2695-5
UOSMQ,2695-5
UOXC24,19642-8
UOXC26,19642-8
UOXC27,19642-8
UOXL,2701-1
UPBQ,13466-8
UPCP18,14310-7
UPCP27,14310-7
UPGD2Q,14054-1
UPH,5803-2
UPH14,5803-2
UPH15,5803-2
UPH16,5803-2
UPH17,5803-2
UPH18,5803-2
UPH23,5803-2
UPH24,5803-2
UPH25,5803-2
UPH26,5803-2
UPH27,5803-2
UPH28,5803-2
UPH3,5803-2
UPHE24,19659-2
UPHE26,19659-2
UPHEQ,18475-4
UPHOS,2778-9
UPR17,20454-5
UPR27,20454-5
UPRCR3,2890-2
UPREG3,2112-1
UPRG14,2112-1
UPRG25,2112-1
UPRG26,2112-1
UPRG27,2112-1
UPRGN,2112-1
UPRO14,20454-5
UPRO18,20454-5
UPRO23,20454-5
UPROQ,38508-8
UPROT,20454-5
UPROT3,20454-5
UPRQ,22690-2
UPRQ14,Not mapped
UPRT24,2888-6
UPRT25,2888-6
UPRT26,2888-6
UPRT28,2888-6
UPRT3,2888-6
URBC,5808-1
URBC14,5808-1
URBC15,5808-1
URBC16,5808-1
URBC17,5808-1
URBC18,5808-1
URBC23,5808-1
URBC24,5808-1
URBC25,5808-1
URBC26,5808-1
URBC27,5808-1
URBC28,5808-1
URBC3,5808-1
URCA15,3084-1
URCA16,3084-1
URCLEQ,3098-1
UREA21,3094-0
UREAN,3094-0
URG15,5792-7
URG16,5792-7
URI15,5770-3
URI16,5770-3
URIC,3084-1
URIC14,3084-1
URIC17,3084-1
URIC18,3084-1
URIC24,3084-1
URIC25,3084-1
URIC26,3084-1
URIC27,3084-1
URIC28,3084-1
URIC3,3084-1
URICACDU,12454-5
URINEQ,12286-1
URK15,Not mapped
URK18,2829-0
URLQ,25140-5
URLSD,3732-5
URMA25,14957-5
URN15,5802-4
URN16,5802-4
URNIQ,2495-0
URNIT2,49248-8
UROB15,5818-0
UROB16,5818-0
UROB24,19161-9
UROB27,5818-0
URP15,5804-0
URP16,5804-0
URPROQ,5804-0
URPROT,5804-0
URQL15,Not mapped
USARQ,25133-0
USERIQ,22684-5
USG15,5811-5
USG16,5811-5
USG23,5811-5
USGR18,5811-5
USPG14,5811-5
USPG17,5811-5
USPG24,5811-5
USPG25,5811-5
USPG26,5811-5
USPG27,5811-5
USPG28,5811-5
USPG3,5811-5
USPGR,5811-5
USSA18,53525-2
USTRPN,Not mapped
UTAUQ,25138-9
UTCA18,11004-9
UTET24,Not mapped
UTHAQ,13469-2
UTHC18,14312-3
UTHC26,14312-3
UTHC27,14312-3
UTHRQ,22688-6
UTOPRQ,2890-2
UTP24Q,2889-4
UTPC24,2889-4
UTPC25,2889-4
UTPC26,2889-4
UTPQ,2889-4
UTPR27,5804-0
UTPT28,2889-4
UTRA24,19244-3
UTRA25,19244-3
UTRA26,19244-3
UTRA28,19244-3
UTRI24,11004-9
UTRYQ,25139-7
UTS14,19145-2
UTYQ,22685-2
UUNC25,3096-5
UUREA,3092-4
UUREAN,12967-6
UURO,19161-9
UURO14,19161-9
UURO17,19161-9
UURO18,19161-9
UURO23,19161-9
UURO26,19161-9
UURO28,19161-9
UURO3,19161-9
UVAQ,22692-8
UVOL23,3167-4
UVOL25,3167-4
UVOL26,3167-4
UVOLUM,3167-4
UWBC,5821-4
UWBC14,5821-4
UWBC15,5821-4
UWBC16,5821-4
UWBC17,5821-4
UWBC18,5821-4
UWBC23,5821-4
UWBC24,5821-4
UWBC25,5821-4
UWBC26,5821-4
UWBC27,5821-4
UWBC28,5821-4
UWBC3,5821-4
UWBE15,Not mapped
UYST15,5791-9
UYST3,5791-9
UZINQ,13473-4
VABQ,5401-5
VACC18,35167-6
VAL23,4086-5
VALIQ,20661-5
VALP,4086-5
VALP14,4086-5
VALP15,4086-5
VALP16,4086-5
VALP17,4086-5
VALP24,4086-5
VALP25,4086-5
VALP26,4086-5
VALP27,4086-5
VALP28,4086-5
VALPFQ,4087-3
VALPQ,4086-5
VALTQ,4088-1
VANAQ,5756-2
VANCP,4090-7
VANCP3,4090-7
VANCR,4091-5
VANCR3,4091-5
VANCT,4092-3
VANCT3,4092-3
VANMCP,4090-7
VANMCR,4091-5
VANMCT,4092-3
VANP14,4090-7
VANP18,4090-7
VANP24,4090-7
VANP25,4090-7
VANP27,4090-7
VANR14,4091-5
VANR15,4091-5
VANR16,4091-5
VANR18,4091-5
VANR23,4091-5
VANR24,4091-5
VANR25,4091-5
VANR26,4091-5
VANR27,4091-5
VANR28,4091-5
VANT14,4092-3
VANT18,4092-3
VANT23,4092-3
VANT24,4092-3
VANT25,4092-3
VANT26,4092-3
VANT27,4092-3
VANT28,4092-3
VAPTTQ,14979-9
VB1,20468-5
VB12CQ,2171-7
VB12Q,2132-9
VB1PQ,20468-5
VB6,2900-9
VC,1903-4
VCOIST,2021-4
VCOM26,Not mapped
VD1OHQ,62290-2
VD252Q,49054-0
VD253Q,1989-3
VD25OQ,62292-8
VD2OHQ,62291-0
VD3OHQ,1649-3
VDRL,5290-2
VDRLQ,5290-2
VEGQ,34694-0
VEQ,1823-4
VHGB17,55782-7
VIAQ,33194-2
VIP,3125-2
VIRCUQ,6584-7
VISCBQ,4690-4
VITK1,9622-2
VITMA,2923-1
VITMAQ,2923-1
VITME,1823-4
VLDCHQ,2091-7
VLDL,2091-7
VLDL14,2091-7
VLDL15,2091-7
VLDL16,2091-7
VLDL17,2091-7
VLDL24,2091-7
VLDL28,2091-7
VMA,3124-5
VMAQ,3122-9
VNFXN,9630-5
VO2H17,2716-9
VO2IST,19258-3
VOL124,17607-3
VORIQ,38370-3
VORIZL,38370-3
VSTB17,14627-4
VT17,Not mapped
VT18,Not mapped
VTD125,62290-2
VWA,27816-8
VWAGMQ,32217-2
VWFAGQ,27816-8
VZM,5404-9
VZMC,5404-9
VZVABQ,22605-0
VZVACQ,26723-7
VZVCMD,Not mapped
VZVCUQ,10860-5
VZVD1Q,11483-5
VZVRTQ,49451-8
WALNQ,33982-0
WALNUT,6274-5
WALTQ,6273-7
WARFRN,4098-0
WASMQ,16074-7
WASQ,6278-6
WBC,6690-2
WBC025,6690-2
WBC14,6690-2
WBC17,6690-2
WBC18,6690-2
WBC23,6690-2
WBC24,6690-2
WBC26,6690-2
WBC27,6690-2
WBC28,6690-2
WBC3,6690-2
WBCC14,6690-2
WBCC25,6690-2
WBCMOR,11156-7
WBCMPH,11156-7
WBCT18,26467-1
WBCU,5821-4
WBM15,11156-7
WBM16,11156-7
WCOM14,Not mapped
WEEGQ,6957-5
WEEMQ,6958-3
WEGQ,6957-5
WEIGHT,Not mapped
WEMQ,6958-3
WEST24,4537-7
WHEATQ,6276-0
WMOR14,11156-7
WMOR17,11156-7
WMOR18,11156-7
WMOR23,11156-7
WMOR24,11156-7
WMOR25,11156-7
WMOR26,11156-7
WMOR27,11156-7
WMOR28,11156-7
WMOR3,11156-7
WMULQ,6281-0
WNCG1Q,29537-8
WNCGQ,29537-8
WNCM1Q,29538-6
WNCMQ,29538-6
WNPCRQ,32361-8
WNVG,29537-8
WNVM,29538-6
WT1Q,9804-6
WTASH,6278-6
XAC15,Not mapped
XAC16,Not mapped
XADA,3270-6
XADA2,3270-6
XALN15,35503-2
XALN16,35503-2
XAUF,Not mapped
XBD15,30317-2
XBE15,28638-5
XCO214,2019-8
XCOM15,Not mapped
XCOM16,Not mapped
XCPO15,2705-2
XCPO16,2705-2
XCVP15,Not mapped
XCVP16,Not mapped
XHC315,14627-4
XHC316,14627-4
XHGB14,718-7
XMEX27,Not mapped
XO2A15,2708-6
XO2A16,2708-6
XPC215,2019-8
XPC216,2019-8
XPH14, 2744-1  
XPH15,2744-1
XPH16,2744-1
XPO215,2703-7
XPO216,2703-7
XPV15,2021-4
XPV16,2021-4
XSIT15,39111-0
XSIT16,39111-0
XTA15,Not mapped
XTA16,Not mapped
XTD15,Not mapped
XTD16,Not mapped
YELJAC,7768-5
YETAQ,6964-1
YETGQ,6965-8
YJACQ,6740-5
YSTABQ,20574-0
ZAAAA,25304-7
ZAABUT,25305-4
ZAGP18,33037-3
ZAGR18,1759-0
ZALAN,25301-3
ZALDO,41023-3
ZANSRN,25320-3
ZARGIN,25322-9
ZASPRC,25327-8
ZASPRG,25326-0
ZBAIBA,25348-4
ZBALAN,25346-8
ZBCR18,3097-3
ZCARSN,25365-8
ZCATDP,2218-6
ZCATEP,2232-7
ZCATNE,2668-2
ZCATTM,Not mapped
ZCATTV,Not mapped
ZCITRL,25376-5
ZCOM17,18314-5
ZCOPR,2137-8
ZCRTSL,2147-7
ZCU,Not mapped
ZCYSTA,25388-0
ZCYSTN,13966-7
ZDOPMQ,2218-6
ZEPNEQ,2232-7
ZETOHA,25405-2
ZGABA,25427-6
ZGLB18,10834-0
ZGLTMC,25429-2
ZGLTMN,25430-0
ZGLYCN,25431-8
ZHCPR,24462-4
ZHISTD,25440-9
ZHOMOC,25441-7
ZHXPR,9527-3
ZISOLU,25450-8
ZLEUCN,25460-7
ZLYSIN,25464-9
ZM1HST,25440-9
ZMETHI,25476-3
ZN,5763-8
ZNCQ,5763-8
ZOHLYS,25443-3
ZOHPRO,14785-0
ZOLSCQ,33338-5
ZONI,29620-2
ZONIQ,29620-2
ZORNTH,25491-2
ZOSMOL,2695-5
ZPETOH,26611-4
ZPHNAL,25495-3
ZPNPR,9730-3
ZPROLN,25510-9
ZSARCO,25518-2
ZSCOFQ,73561-3
ZSCOMQ,73561-3
ZSERIN,25523-2
ZTAURN,25533-1
ZTHREO,25540-6
ZTOTCQ,16111-7
ZTRYPT,25546-3
ZTTPR,10885-2
ZTYROS,20660-7
ZURPR,12808-2
ZVALIN,25553-9
